ID,CLASS,IDX_B,IDX_O,TEXT
130_82.ann_R1,Support,Ent1:T1,Ent2:T17,
130_82.ann_R2,Support,Ent1:T17,Ent2:T15,
130_82.ann_R3,Support,Ent1:T2,Ent2:T18,
130_82.ann_R4,Support,Ent1:T4,Ent2:T18,
130_82.ann_R5,Support,Ent1:T18,Ent2:T17,
130_82.ann_R6,Attack,Ent1:T20,Ent2:T7,
130_82.ann_R7,Attack,Ent1:T21,Ent2:T13,
130_82.ann_R8,Attack,Ent1:T24,Ent2:T9,
130_82.ann_R9,Support,Ent1:T4,Ent2:T24,
197_71.ann_R1,Support,Ent1:T1,Ent2:T14,
197_71.ann_R2,Support,Ent1:T1,Ent2:T15,
197_71.ann_R3,Support,Ent1:T3,Ent2:T17,
197_71.ann_R4,Support,Ent1:T20,Ent2:T9,
146_231.ann_R1,Support,Ent1:T20,Ent2:T15,
146_231.ann_R2,Support,Ent1:T25,Ent2:T15,
146_231.ann_R3,Support,Ent1:T10,Ent2:T25,
146_231.ann_R4,Support,Ent1:T26,Ent2:T15,
157_73.ann_R1,Support,Ent1:T1,Ent2:T13,
157_73.ann_R2,Support,Ent1:T13,Ent2:T15,
157_73.ann_R3,Attack,Ent1:T15,Ent2:T7,
157_73.ann_R4,Attack,Ent1:T15,Ent2:T3,
157_73.ann_R5,Attack,Ent1:T18,Ent2:T6,
157_73.ann_R6,Attack,Ent1:T24,Ent2:T6,
157_73.ann_R7,Attack,Ent1:T26,Ent2:T4,
157_73.ann_R8,Support,Ent1:T29,Ent2:T5,
174_52.ann_R1,Support,Ent1:T19,Ent2:T20,
174_52.ann_R2,Support,Ent1:T19,Ent2:T18,
196_164.ann_R1,Attack,Ent1:T22,Ent2:T19,
196_164.ann_R2,Support,Ent1:T25,Ent2:T21,
190_94.ann_R1,Support,Ent1:T1,Ent2:T15,
190_94.ann_R2,Support,Ent1:T2,Ent2:T15,
190_94.ann_R3,Support,Ent1:T6,Ent2:T15,
190_94.ann_R4,Support,Ent1:T15,Ent2:T10,
107_206.ann_R1,Support,Ent1:T5,Ent2:T8,
107_206.ann_R2,Support,Ent1:T17,Ent2:T8,
120_192.ann_R1,Support,Ent1:T1,Ent2:T14,
120_192.ann_R2,Support,Ent1:T14,Ent2:T6,
116_101.ann_R1,Support,Ent1:T1,Ent2:T10,
116_101.ann_R2,Support,Ent1:T2,Ent2:T10,
116_101.ann_R3,Attack,Ent1:T15,Ent2:T13,
116_101.ann_R4,Attack,Ent1:T16,Ent2:T13,
116_101.ann_R5,Attack,Ent1:T17,Ent2:T8,
116_101.ann_R6,Support,Ent1:T18,Ent2:T19,
116_101.ann_R7,Attack,Ent1:T18,Ent2:T5,
116_101.ann_R8,Attack,Ent1:T19,Ent2:T5,
116_101.ann_R9,Support,Ent1:T21,Ent2:T10,
116_101.ann_R10,Support,Ent1:T21,Ent2:T23,
116_101.ann_R11,Attack,Ent1:T22,Ent2:T11,
116_101.ann_R12,Support,Ent1:T1,Ent2:T22,
116_101.ann_R13,Support,Ent1:T2,Ent2:T22,
116_101.ann_R14,Support,Ent1:T22,Ent2:T23,
116_101.ann_R15,Support,Ent1:T23,Ent2:T10,
123_223.ann_R1,Support,Ent1:T12,Ent2:T7,
123_223.ann_R2,Support,Ent1:T13,Ent2:T12,
123_223.ann_R3,Support,Ent1:T13,Ent2:T7,
123_223.ann_R4,Support,Ent1:T1,Ent2:T13,
109_149.ann_R1,Support,Ent1:T2,Ent2:T14,
109_149.ann_R2,Support,Ent1:T2,Ent2:T12,
109_149.ann_R3,Support,Ent1:T13,Ent2:T12,
109_149.ann_R4,Support,Ent1:T14,Ent2:T12,
109_149.ann_R5,Support,Ent1:T14,Ent2:T13,
199_74.ann_R1,Attack,Ent1:T14,Ent2:T9,
199_74.ann_R2,Attack,Ent1:T14,Ent2:T11,
199_74.ann_R3,Attack,Ent1:T14,Ent2:T13,
199_74.ann_R4,Attack,Ent1:T19,Ent2:T12,
199_74.ann_R5,Support,Ent1:T23,Ent2:T10,
199_74.ann_R6,Support,Ent1:T1,Ent2:T23,
173_51.ann_R1,Support,Ent1:T22,Ent2:T13,
173_51.ann_R2,Support,Ent1:T24,Ent2:T31,
173_51.ann_R3,Support,Ent1:T29,Ent2:T31,
173_51.ann_R4,Support,Ent1:T30,Ent2:T31,
173_51.ann_R5,Support,Ent1:T31,Ent2:T13,
182_61.ann_R1,Support,Ent1:T17,Ent2:T12,
105_233.ann_R1,Attack,Ent1:T1,Ent2:T11,
105_233.ann_R2,Support,Ent1:T15,Ent2:T11,
153_74.ann_R1,Support,Ent1:T1,Ent2:T12,
153_74.ann_R2,Support,Ent1:T13,Ent2:T7,
153_74.ann_R3,Support,Ent1:T14,Ent2:T13,
153_74.ann_R4,Attack,Ent1:T15,Ent2:T9,
153_74.ann_R5,Attack,Ent1:T16,Ent2:T10,
153_74.ann_R6,Support,Ent1:T14,Ent2:T12,
133_168.ann_R1,Attack,Ent1:T16,Ent2:T8,
133_168.ann_R2,Support,Ent1:T1,Ent2:T17,
133_168.ann_R3,Support,Ent1:T12,Ent2:T7,
133_168.ann_R4,Support,Ent1:T3,Ent2:T18,
133_168.ann_R5,Support,Ent1:T18,Ent2:T20,
133_168.ann_R6,Attack,Ent1:T23,Ent2:T4,
133_168.ann_R7,Attack,Ent1:T26,Ent2:T5,
133_168.ann_R8,Attack,Ent1:T32,Ent2:T6,
144_142.ann_R1,Support,Ent1:T10,Ent2:T5,
144_142.ann_R2,Support,Ent1:T11,Ent2:T5,
144_142.ann_R3,Support,Ent1:T3,Ent2:T24,
144_142.ann_R4,Support,Ent1:T24,Ent2:T10,
156_230.ann_R1,Attack,Ent1:T15,Ent2:T13,
156_230.ann_R2,Support,Ent1:T13,Ent2:T9,
156_230.ann_R3,Support,Ent1:T16,Ent2:T9,
156_230.ann_R4,Support,Ent1:T1,Ent2:T16,
156_230.ann_R5,Attack,Ent1:T18,Ent2:T8,
156_230.ann_R6,Support,Ent1:T1,Ent2:T18,
156_230.ann_R7,Support,Ent1:T1,Ent2:T19,
156_230.ann_R8,Support,Ent1:T19,Ent2:T18,
149_162.ann_R1,Support,Ent1:T2,Ent2:T14,
149_162.ann_R2,Attack,Ent1:T15,Ent2:T5,
149_162.ann_R3,Attack,Ent1:T15,Ent2:T6,
149_162.ann_R4,Attack,Ent1:T15,Ent2:T7,
149_162.ann_R5,Attack,Ent1:T17,Ent2:T4,
149_162.ann_R6,Attack,Ent1:T18,Ent2:T4,
149_162.ann_R7,Support,Ent1:T20,Ent2:T21,
149_162.ann_R8,Support,Ent1:T21,Ent2:T8,
142_138.ann_R1,Support,Ent1:T26,Ent2:T19,
142_138.ann_R2,Support,Ent1:T3,Ent2:T27,
142_138.ann_R3,Attack,Ent1:T24,Ent2:T17,
142_138.ann_R4,Support,Ent1:T3,Ent2:T24,
161_118.ann_R1,Support,Ent1:T12,Ent2:T10,
161_118.ann_R2,Support,Ent1:T13,Ent2:T10,
161_118.ann_R3,Support,Ent1:T1,Ent2:T14,
161_118.ann_R4,Support,Ent1:T14,Ent2:T13,
138_165.ann_R1,Attack,Ent1:T16,Ent2:T9,
138_165.ann_R2,Attack,Ent1:T16,Ent2:T13,
138_165.ann_R3,Support,Ent1:T1,Ent2:T19,
138_165.ann_R4,Support,Ent1:T1,Ent2:T23,
138_165.ann_R5,Attack,Ent1:T23,Ent2:T12,
138_165.ann_R6,Attack,Ent1:T23,Ent2:T11,
138_165.ann_R7,Support,Ent1:T26,Ent2:T10,
138_165.ann_R8,Support,Ent1:T28,Ent2:T10,
158_133.ann_R1,Support,Ent1:T1,Ent2:T12,
158_133.ann_R2,Support,Ent1:T2,Ent2:T12,
158_133.ann_R3,Support,Ent1:T3,Ent2:T12,
158_133.ann_R4,Support,Ent1:T13,Ent2:T8,
158_133.ann_R5,Support,Ent1:T12,Ent2:T13,
158_133.ann_R6,Support,Ent1:T16,Ent2:T8,
158_133.ann_R7,Attack,Ent1:T20,Ent2:T11,
158_133.ann_R8,Attack,Ent1:T21,Ent2:T11,
158_133.ann_R9,Attack,Ent1:T22,Ent2:T10,
158_133.ann_R10,Attack,Ent1:T23,Ent2:T9,
158_133.ann_R11,Attack,Ent1:T25,Ent2:T7,
158_133.ann_R12,Attack,Ent1:T26,Ent2:T7,
158_133.ann_R13,Attack,Ent1:T33,Ent2:T7,
158_133.ann_R14,Support,Ent1:T34,Ent2:T33,
158_133.ann_R15,Support,Ent1:T2,Ent2:T22,
198_73.ann_R1,Support,Ent1:T29,Ent2:T25,
198_73.ann_R2,Support,Ent1:T3,Ent2:T29,
198_73.ann_R3,Support,Ent1:T4,Ent2:T31,
198_73.ann_R4,Attack,Ent1:T31,Ent2:T27,
198_73.ann_R6,Attack,Ent1:T37,Ent2:T26,
198_73.ann_R7,Attack,Ent1:T40,Ent2:T28,
198_73.ann_R5,Attack,Ent1:T31,Ent2:T24,
106_135.ann_R1,Attack,Ent1:T40,Ent2:T16,
106_135.ann_R2,Attack,Ent1:T40,Ent2:T20,
106_135.ann_R3,Support,Ent1:T40,Ent2:T11,
106_135.ann_R5,Attack,Ent1:T37,Ent2:T15,
106_135.ann_R6,Attack,Ent1:T37,Ent2:T9,
106_135.ann_R7,Attack,Ent1:T32,Ent2:T12,
106_135.ann_R4,Support,Ent1:T30,Ent2:T18,
106_135.ann_R8,Support,Ent1:T27,Ent2:T30,
106_135.ann_R9,Support,Ent1:T26,Ent2:T30,
106_135.ann_R10,Support,Ent1:T25,Ent2:T30,
106_135.ann_R11,Support,Ent1:T24,Ent2:T30,
106_135.ann_R12,Support,Ent1:T22,Ent2:T30,
106_135.ann_R13,Support,Ent1:T23,Ent2:T30,
106_135.ann_R14,Support,Ent1:T11,Ent2:T18,
106_135.ann_R15,Support,Ent1:T9,Ent2:T18,
106_135.ann_R16,Support,Ent1:T8,Ent2:T18,
106_135.ann_R17,Support,Ent1:T3,Ent2:T18,
106_135.ann_R18,Support,Ent1:T2,Ent2:T18,
128_79.ann_R1,Attack,Ent1:T17,Ent2:T12,
128_79.ann_R2,Attack,Ent1:T14,Ent2:T17,
128_79.ann_R3,Attack,Ent1:T16,Ent2:T9,
128_79.ann_R4,Attack,Ent1:T16,Ent2:T8,
128_79.ann_R5,Attack,Ent1:T16,Ent2:T6,
128_79.ann_R6,Support,Ent1:T1,Ent2:T16,
128_79.ann_R7,Support,Ent1:T15,Ent2:T11,
152_72.ann_R1,Support,Ent1:T3,Ent2:T16,
152_72.ann_R2,Support,Ent1:T16,Ent2:T7,
152_72.ann_R3,Support,Ent1:T20,Ent2:T7,
141_135.ann_R1,Support,Ent1:T22,Ent2:T15,
141_135.ann_R2,Support,Ent1:T27,Ent2:T15,
193_161.ann_R3,Attack,Ent1:T15,Ent2:T7,
193_161.ann_R4,Support,Ent1:T9,Ent2:T7,
193_161.ann_R1,Attack,Ent1:T11,Ent2:T5,
193_161.ann_R2,Support,Ent1:T13,Ent2:T11,
193_161.ann_R5,Attack,Ent1:T13,Ent2:T5,
124_46.ann_R1,Support,Ent1:T32,Ent2:T33,
124_46.ann_R2,Support,Ent1:T33,Ent2:T16,
124_46.ann_R3,Support,Ent1:T1,Ent2:T33,
124_46.ann_R4,Support,Ent1:T7,Ent2:T32,
125_105.ann_R1,Support,Ent1:T15,Ent2:T9,
125_105.ann_R2,Attack,Ent1:T16,Ent2:T9,
125_105.ann_R3,Support,Ent1:T1,Ent2:T19,
125_105.ann_R4,Support,Ent1:T26,Ent2:T7,
125_105.ann_R5,Attack,Ent1:T26,Ent2:T13,
140_134.ann_R1,Support,Ent1:T15,Ent2:T12,
140_134.ann_R2,Support,Ent1:T17,Ent2:T15,
140_134.ann_R3,Support,Ent1:T3,Ent2:T17,
140_134.ann_R4,Support,Ent1:T17,Ent2:T18,
140_134.ann_R5,Support,Ent1:T18,Ent2:T12,
140_134.ann_R6,Support,Ent1:T17,Ent2:T12,
132_229.ann_R1,Support,Ent1:T10,Ent2:T21,
132_229.ann_R2,Support,Ent1:T21,Ent2:T22,
132_229.ann_R3,Support,Ent1:T27,Ent2:T31,
132_229.ann_R4,Support,Ent1:T7,Ent2:T27,
132_229.ann_R5,Support,Ent1:T9,Ent2:T29,
132_229.ann_R6,Support,Ent1:T29,Ent2:T32,
132_229.ann_R7,Attack,Ent1:T33,Ent2:T12,
132_229.ann_R8,Support,Ent1:T7,Ent2:T33,
132_229.ann_R9,Support,Ent1:T10,Ent2:T33,
132_229.ann_R10,Support,Ent1:T2,Ent2:T43,
132_229.ann_R11,Support,Ent1:T10,Ent2:T43,
132_229.ann_R12,Support,Ent1:T43,Ent2:T14,
132_229.ann_R13,Support,Ent1:T44,Ent2:T43,
132_229.ann_R14,Support,Ent1:T44,Ent2:T14,
132_229.ann_R15,Support,Ent1:T7,Ent2:T44,
132_229.ann_R16,Attack,Ent1:T46,Ent2:T16,
132_229.ann_R17,Attack,Ent1:T47,Ent2:T17,
132_229.ann_R18,Attack,Ent1:T48,Ent2:T20,
177_93.ann_R1,Support,Ent1:T8,Ent2:T7,
177_93.ann_R2,Support,Ent1:T8,Ent2:T13,
177_93.ann_R3,Support,Ent1:T2,Ent2:T14,
177_93.ann_R4,Support,Ent1:T3,Ent2:T7,
177_93.ann_R5,Support,Ent1:T3,Ent2:T14,
177_93.ann_R6,Attack,Ent1:T16,Ent2:T10,
177_93.ann_R7,Attack,Ent1:T16,Ent2:T11,
115_98.ann_R1,Support,Ent1:T16,Ent2:T26,
115_98.ann_R2,Support,Ent1:T18,Ent2:T26,
115_98.ann_R3,Support,Ent1:T17,Ent2:T26,
115_98.ann_R4,Support,Ent1:T26,Ent2:T22,
115_98.ann_R5,Attack,Ent1:T28,Ent2:T20,
115_98.ann_R6,Support,Ent1:T26,Ent2:T28,
115_98.ann_R7,Support,Ent1:T30,Ent2:T28,
115_98.ann_R8,Attack,Ent1:T30,Ent2:T20,
115_98.ann_R9,Support,Ent1:T17,Ent2:T31,
115_98.ann_R10,Attack,Ent1:T31,Ent2:T21,
115_98.ann_R11,Support,Ent1:T16,Ent2:T33,
115_98.ann_R12,Support,Ent1:T17,Ent2:T33,
115_98.ann_R13,Support,Ent1:T33,Ent2:T22,
115_98.ann_R14,Support,Ent1:T18,Ent2:T38,
115_98.ann_R15,Support,Ent1:T38,Ent2:T33,
115_98.ann_R16,Support,Ent1:T38,Ent2:T22,
115_98.ann_R17,Support,Ent1:T39,Ent2:T22,
115_98.ann_R18,Support,Ent1:T41,Ent2:T22,
115_98.ann_R19,Attack,Ent1:T43,Ent2:T23,
115_98.ann_R20,Support,Ent1:T18,Ent2:T43,
115_98.ann_R21,Attack,Ent1:T16,Ent2:T43,
115_98.ann_R22,Attack,Ent1:T47,Ent2:T24,
170_89.ann_R1,Attack,Ent1:T14,Ent2:T13,
170_89.ann_R2,Attack,Ent1:T14,Ent2:T8,
170_89.ann_R3,Support,Ent1:T12,Ent2:T7,
170_89.ann_R4,Attack,Ent1:T11,Ent2:T6,
112_154.ann_R1,Support,Ent1:T20,Ent2:T12,
112_154.ann_R2,Support,Ent1:T21,Ent2:T12,
112_154.ann_R3,Attack,Ent1:T24,Ent2:T11,
112_154.ann_R4,Support,Ent1:T26,Ent2:T13,
103_89.ann_R1,Attack,Ent1:T19,Ent2:T17,
181_59.ann_R1,Attack,Ent1:T16,Ent2:T13,
171_226.ann_R1,Support,Ent1:T3,Ent2:T14,
171_226.ann_R2,Support,Ent1:T16,Ent2:T4,
171_226.ann_R3,Attack,Ent1:T16,Ent2:T7,
171_226.ann_R4,Support,Ent1:T19,Ent2:T6,
171_226.ann_R5,Support,Ent1:T20,Ent2:T8,
171_226.ann_R6,Support,Ent1:T23,Ent2:T9,
176_57.ann_R1,Support,Ent1:T18,Ent2:T10,
176_57.ann_R2,Support,Ent1:T22,Ent2:T18,
176_57.ann_R3,Support,Ent1:T22,Ent2:T10,
176_57.ann_R4,Support,Ent1:T2,Ent2:T18,
176_57.ann_R5,Support,Ent1:T3,Ent2:T18,
167_85.ann_R1,Support,Ent1:T1,Ent2:T8,
167_85.ann_R2,Support,Ent1:T8,Ent2:T2,
167_85.ann_R3,Support,Ent1:T8,Ent2:T4,
167_85.ann_R4,Support,Ent1:T8,Ent2:T6,
167_85.ann_R5,Support,Ent1:T9,Ent2:T4,
167_85.ann_R6,Support,Ent1:T1,Ent2:T10,
121_114.ann_R1,Support,Ent1:T13,Ent2:T12,
121_114.ann_R2,Support,Ent1:T4,Ent2:T14,
121_114.ann_R3,Support,Ent1:T14,Ent2:T12,
166_82.ann_R1,Support,Ent1:T2,Ent2:T14,
166_82.ann_R2,Support,Ent1:T18,Ent2:T9,
166_82.ann_R3,Support,Ent1:T2,Ent2:T19,
110_152.ann_R1,Support,Ent1:T2,Ent2:T13,
110_152.ann_R2,Support,Ent1:T3,Ent2:T13,
110_152.ann_R3,Support,Ent1:T4,Ent2:T13,
110_152.ann_R4,Support,Ent1:T15,Ent2:T13,
110_152.ann_R5,Support,Ent1:T16,Ent2:T13,
175_53.ann_R1,Support,Ent1:T16,Ent2:T5,
175_53.ann_R2,Support,Ent1:T3,Ent2:T16,
113_93.ann_R1,Support,Ent1:T1,Ent2:T32,
113_93.ann_R2,Support,Ent1:T29,Ent2:T32,
113_93.ann_R3,Support,Ent1:T28,Ent2:T32,
113_93.ann_R4,Support,Ent1:T31,Ent2:T32,
113_93.ann_R5,Attack,Ent1:T32,Ent2:T6,
113_93.ann_R6,Attack,Ent1:T32,Ent2:T8,
113_93.ann_R7,Support,Ent1:T32,Ent2:T4,
113_93.ann_R8,Support,Ent1:T32,Ent2:T13,
113_93.ann_R9,Support,Ent1:T29,Ent2:T33,
113_93.ann_R10,Support,Ent1:T29,Ent2:T13,
113_93.ann_R11,Attack,Ent1:T33,Ent2:T8,
113_93.ann_R12,Attack,Ent1:T28,Ent2:T2,
113_93.ann_R13,Support,Ent1:T28,Ent2:T34,
113_93.ann_R14,Attack,Ent1:T34,Ent2:T2,
113_93.ann_R15,Support,Ent1:T35,Ent2:T13,
188_230.ann_R1,Attack,Ent1:T22,Ent2:T9,
188_230.ann_R2,Attack,Ent1:T22,Ent2:T18,
188_230.ann_R3,Attack,Ent1:T27,Ent2:T7,
188_230.ann_R4,Support,Ent1:T28,Ent2:T21,
188_230.ann_R5,Attack,Ent1:T28,Ent2:T12,
188_230.ann_R6,Support,Ent1:T1,Ent2:T31,
188_230.ann_R7,Support,Ent1:T4,Ent2:T31,
188_230.ann_R8,Support,Ent1:T6,Ent2:T31,
195_163.ann_R1,Support,Ent1:T1,Ent2:T12,
195_163.ann_R2,Support,Ent1:T2,Ent2:T12,
195_163.ann_R3,Support,Ent1:T14,Ent2:T11,
195_163.ann_R4,Support,Ent1:T15,Ent2:T11,
195_163.ann_R5,Support,Ent1:T14,Ent2:T15,
195_163.ann_R6,Attack,Ent1:T16,Ent2:T3,
195_163.ann_R7,Attack,Ent1:T16,Ent2:T4,
195_163.ann_R8,Attack,Ent1:T16,Ent2:T6,
195_163.ann_R9,Attack,Ent1:T16,Ent2:T9,
129_81.ann_R1,Support,Ent1:T16,Ent2:T7,
129_81.ann_R2,Support,Ent1:T14,Ent2:T7,
129_81.ann_R3,Support,Ent1:T14,Ent2:T16,
129_81.ann_R4,Support,Ent1:T15,Ent2:T16,
129_81.ann_R5,Support,Ent1:T1,Ent2:T14,
129_81.ann_R6,Support,Ent1:T2,Ent2:T15,
129_81.ann_R7,Support,Ent1:T2,Ent2:T14,
139_166.ann_R1,Attack,Ent1:T23,Ent2:T9,
139_166.ann_R2,Support,Ent1:T4,Ent2:T23,
139_166.ann_R3,Support,Ent1:T2,Ent2:T24,
139_166.ann_R4,Attack,Ent1:T24,Ent2:T10,
139_166.ann_R5,Support,Ent1:T30,Ent2:T15,
139_166.ann_R6,Support,Ent1:T30,Ent2:T32,
139_166.ann_R7,Support,Ent1:T34,Ent2:T15,
139_166.ann_R8,Support,Ent1:T35,Ent2:T15,
101_86.ann_R1,Attack,Ent1:T13,Ent2:T8,
101_86.ann_R2,Support,Ent1:T2,Ent2:T19,
101_86.ann_R3,Support,Ent1:T3,Ent2:T11,
101_86.ann_R4,Support,Ent1:T4,Ent2:T11,
101_86.ann_R5,Support,Ent1:T6,Ent2:T11,
101_86.ann_R6,Support,Ent1:T27,Ent2:T11,
101_86.ann_R7,Support,Ent1:T23,Ent2:T11,
101_86.ann_R8,Support,Ent1:T20,Ent2:T11,
101_86.ann_R9,Support,Ent1:T19,Ent2:T11,
104_91.ann_R1,Support,Ent1:T4,Ent2:T18,
104_91.ann_R2,Attack,Ent1:T18,Ent2:T13,
186_67.ann_R1,Attack,Ent1:T30,Ent2:T7,
186_67.ann_R2,Support,Ent1:T35,Ent2:T15,
186_67.ann_R3,Support,Ent1:T35,Ent2:T11,
186_67.ann_R4,Support,Ent1:T37,Ent2:T39,
186_67.ann_R5,Support,Ent1:T39,Ent2:T40,
186_67.ann_R6,Attack,Ent1:T40,Ent2:T26,
186_67.ann_R7,Attack,Ent1:T40,Ent2:T19,
186_67.ann_R8,Support,Ent1:T42,Ent2:T26,
186_67.ann_R9,Support,Ent1:T44,Ent2:T19,
186_67.ann_R10,Support,Ent1:T49,Ent2:T15,
186_67.ann_R11,Attack,Ent1:T54,Ent2:T11,
186_67.ann_R12,Support,Ent1:T56,Ent2:T15,
148_158.ann_R1,Support,Ent1:T1,Ent2:T16,
148_158.ann_R2,Support,Ent1:T5,Ent2:T17,
148_158.ann_R3,Support,Ent1:T19,Ent2:T6,
148_158.ann_R4,Support,Ent1:T3,Ent2:T18,
148_158.ann_R5,Attack,Ent1:T20,Ent2:T8,
148_158.ann_R6,Attack,Ent1:T20,Ent2:T9,
148_158.ann_R7,Attack,Ent1:T20,Ent2:T10,
148_158.ann_R8,Attack,Ent1:T22,Ent2:T8,
148_158.ann_R9,Attack,Ent1:T22,Ent2:T9,
148_158.ann_R10,Attack,Ent1:T22,Ent2:T10,
148_158.ann_R11,Support,Ent1:T24,Ent2:T7,
148_158.ann_R12,Attack,Ent1:T25,Ent2:T24,
148_158.ann_R13,Support,Ent1:T25,Ent2:T6,
148_158.ann_R14,Support,Ent1:T1,Ent2:T26,
148_158.ann_R15,Support,Ent1:T3,Ent2:T26,
148_158.ann_R16,Support,Ent1:T4,Ent2:T26,
148_158.ann_R17,Support,Ent1:T27,Ent2:T26,
148_158.ann_R18,Support,Ent1:T5,Ent2:T26,
148_158.ann_R19,Support,Ent1:T29,Ent2:T26,
148_158.ann_R20,Support,Ent1:T30,Ent2:T26,
148_158.ann_R21,Support,Ent1:T28,Ent2:T32,
148_158.ann_R22,Support,Ent1:T33,Ent2:T26,
148_158.ann_R23,Support,Ent1:T34,Ent2:T26,
148_158.ann_R24,Support,Ent1:T36,Ent2:T26,
148_158.ann_R25,Support,Ent1:T37,Ent2:T26,
148_158.ann_R26,Support,Ent1:T38,Ent2:T26,
148_158.ann_R27,Support,Ent1:T47,Ent2:T39,
148_158.ann_R28,Support,Ent1:T46,Ent2:T39,
148_158.ann_R29,Support,Ent1:T45,Ent2:T39,
148_158.ann_R30,Support,Ent1:T44,Ent2:T39,
148_158.ann_R31,Support,Ent1:T43,Ent2:T39,
148_158.ann_R32,Support,Ent1:T42,Ent2:T39,
148_158.ann_R33,Support,Ent1:T41,Ent2:T39,
148_158.ann_R34,Support,Ent1:T40,Ent2:T39,
131_221.ann_R1,Support,Ent1:T5,Ent2:T13,
131_221.ann_R2,Support,Ent1:T13,Ent2:T14,
131_221.ann_R3,Support,Ent1:T15,Ent2:T16,
131_221.ann_R4,Support,Ent1:T16,Ent2:T10,
163_122.ann_R1,Support,Ent1:T23,Ent2:T11,
163_122.ann_R2,Support,Ent1:T25,Ent2:T11,
163_122.ann_R3,Support,Ent1:T3,Ent2:T30,
163_122.ann_R4,Support,Ent1:T30,Ent2:T11,
163_122.ann_R5,Attack,Ent1:T33,Ent2:T10,
163_122.ann_R6,Support,Ent1:T41,Ent2:T11,
163_122.ann_R7,Support,Ent1:T40,Ent2:T41,
179_98.ann_R1,Support,Ent1:T6,Ent2:T21,
179_98.ann_R2,Support,Ent1:T21,Ent2:T22,
179_98.ann_R3,Support,Ent1:T22,Ent2:T25,
179_98.ann_R4,Support,Ent1:T25,Ent2:T9,
179_98.ann_R5,Support,Ent1:T3,Ent2:T2,
179_98.ann_R6,Support,Ent1:T2,Ent2:T12,
179_98.ann_R7,Support,Ent1:T22,Ent2:T9,
180_232.ann_R1,Attack,Ent1:T13,Ent2:T8,
180_232.ann_R2,Support,Ent1:T16,Ent2:T13,
180_232.ann_R3,Attack,Ent1:T17,Ent2:T9,
180_232.ann_R4,Attack,Ent1:T20,Ent2:T11,
180_232.ann_R5,Support,Ent1:T26,Ent2:T10,
180_232.ann_R6,Support,Ent1:T26,Ent2:T27,
180_232.ann_R7,Support,Ent1:T27,Ent2:T10,
185_66.ann_R1,Support,Ent1:T1,Ent2:T17,
185_66.ann_R2,Support,Ent1:T3,Ent2:T17,
185_66.ann_R3,Support,Ent1:T17,Ent2:T15,
185_66.ann_R4,Support,Ent1:T20,Ent2:T17,
185_66.ann_R5,Support,Ent1:T20,Ent2:T15,
185_66.ann_R6,Support,Ent1:T2,Ent2:T20,
185_66.ann_R7,Support,Ent1:T5,Ent2:T20,
185_66.ann_R8,Support,Ent1:T1,Ent2:T20,
